date,open,close,high,low,p_n_l
2024-11-19,90464.07,92310.79,93905.51,90357.0,2.0413850493350414
2024-11-18,89855.98,90464.08,92594.0,89376.9,0.6767496164417837
2024-11-17,90587.98,89855.99,91449.99,88722.0,-0.8080431863035148
2024-11-16,91032.08,90586.92,91779.66,90056.17,-0.4890144221685404
2024-11-15,87325.59,91032.07,91850.0,87073.38,4.244437398018165
2024-11-14,90375.21,87325.59,91790.0,86668.21,-3.3743987980774923
2024-11-13,87952.0,90375.2,93265.64,86127.99,2.755139166818261
2024-11-12,88648.0,87952.01,89940.0,85072.0,-0.7851164154859728
2024-11-11,80370.01,88647.99,89530.54,80216.01,10.2998369665501
2024-11-10,76677.46,80370.01,81500.0,76492.0,4.815691599591312
2024-11-09,76509.78,76677.46,76900.0,75714.66,0.2191615241868524
2024-11-08,75857.89,76509.78,77199.99,75555.0,0.8593568843003666
2024-11-07,75571.99,75857.89,76849.99,74416.0,0.3783147697976382
2024-11-06,69372.01,75571.99,76400.0,69298.0,8.937293297397627
2024-11-05,67850.01,69372.01,70577.91,67476.63,2.2431831623901015
2024-11-04,68775.99,67850.01,69500.0,66835.0,-1.3463710227944523
2024-11-03,69374.74,68775.99,69391.0,67478.73,-0.8630662976178362
2024-11-02,69496.0,69374.74,69914.37,69000.14,-0.1744848624381184
2024-11-01,70292.01,69496.01,71632.95,68820.14,-1.1324188908526018
2024-10-31,72344.75,70292.01,72700.0,69685.76,-2.837441555883468
2024-10-30,72736.41,72344.74,72961.0,71436.0,-0.5384785968952801
2024-10-29,69962.21,72736.42,73620.12,69760.0,3.965297837218109
2024-10-28,68021.69,69962.21,70270.0,67618.0,2.852795924358839
2024-10-27,67092.76,68021.7,68332.05,66913.73,1.384560718622997
2024-10-26,66698.32,67092.76,67454.55,66439.9,0.5913792131495782
2024-10-25,68198.27,66698.33,68771.49,65596.29,-2.199381303953901
2024-10-24,66668.65,68198.28,68850.0,66510.0,2.294376742291924
2024-10-23,67426.01,66668.65,67472.83,65260.0,-1.1232460589021962
2024-10-22,67377.5,67426.0,67836.01,66571.42,0.071982486735186
2024-10-21,69032.0,67377.5,69519.52,66840.67,-2.3967145671572605
2024-10-20,68377.99,69031.99,69400.0,68100.0,0.9564481202211412
2024-10-19,68427.99,68378.0,68693.26,68010.0,-0.0730549004873667
2024-10-18,67421.78,68428.0,69000.0,67192.36,1.4924257413553916
2024-10-17,67620.0,67421.78,67939.4,66666.0,-0.2931381248151452
2024-10-16,67074.14,67620.01,68424.0,66750.49,0.8138307848598512
2024-10-15,66084.0,67074.14,67950.0,64800.01,1.4983051873373274
2024-10-14,62870.02,66083.99,66500.0,62457.81,5.112086810215757
2024-10-13,63206.23,62870.02,63285.72,62050.0,-0.5319254130486921
2024-10-12,62539.99,63206.22,63480.0,62487.23,1.065286387158046
2024-10-11,60326.4,62540.0,63417.56,60087.64,3.669371949925735
2024-10-10,60636.01,60326.39,61321.68,58946.0,-0.5106206691370402
2024-10-09,62160.5,60636.02,62543.75,60301.0,-2.4524899252740937
2024-10-08,62224.01,62160.49,63200.0,61860.31,-0.1020827812286673
2024-10-07,62819.91,62224.0,64478.19,62128.0,-0.9486005312646952
2024-10-06,62058.01,62819.91,62975.0,61798.97,1.2277222553543072
2024-10-05,62086.0,62058.0,62370.56,61689.26,-0.0450987340141094
2024-10-04,60752.72,62086.0,62484.85,60459.9,2.1946013281380634
2024-10-03,60649.27,60752.71,61477.19,59828.11,0.1705544023860507
2024-10-02,60804.92,60649.28,62390.31,60000.0,-0.2559661290566609
2024-10-01,63327.6,60805.78,64130.63,60164.0,-3.982181544855639
2024-09-30,65602.01,63327.59,65618.8,62856.3,-3.466997428889753
2024-09-29,65858.0,65602.01,66076.12,65432.0,-0.3886999301527608
2024-09-28,65769.95,65858.0,66260.0,65422.23,0.133875728961331
2024-09-27,65173.99,65769.95,66498.0,64819.9,0.9144138635673512
2024-09-26,63152.01,65173.99,65839.0,62670.0,3.201766657941681
2024-09-25,64262.7,63152.01,64817.99,62947.08,-1.7283587524333637
2024-09-24,63339.99,64262.7,64688.0,62700.0,1.4567574134444907
2024-09-23,63578.76,63339.99,64745.88,62538.75,-0.3755499478127665
2024-09-22,63348.97,63578.76,64000.0,62357.93,0.3627367579930674
2024-09-21,63201.05,63348.96,63559.9,62758.0,0.2340309219546134
2024-09-20,62948.0,63201.05,64133.32,62350.0,0.4019984749316942
2024-09-19,61759.98,62947.99,63850.0,61555.0,1.923591944168367
2024-09-18,60313.99,61759.99,61786.24,59174.8,2.3974537250810304
2024-09-17,58213.99,60313.99,61320.0,57610.01,3.6073802877967993
2024-09-16,59132.0,58213.99,59210.7,57493.3,-1.552475816816617
2024-09-15,59993.02,59132.0,60395.8,58691.05,-1.4352002949676428
2024-09-14,60497.99,59993.03,60610.45,59400.0,-0.8346723585362079
2024-09-13,58132.31,60498.0,60625.0,57632.62,4.06949250769495
2024-09-12,57338.0,58132.32,58588.0,57324.0,1.3853291011196758
2024-09-11,57635.99,57338.0,57981.71,55545.19,-0.5170207018218963
2024-09-10,57042.01,57635.99,58044.36,56386.4,1.0413027170676417
2024-09-09,54869.95,57042.0,58088.0,54591.96,3.958541970605045
2024-09-08,54160.86,54869.95,55318.0,53629.01,1.3092295801802196
2024-09-07,53962.97,54160.86,54850.0,53745.54,0.3667144339905669
2024-09-06,56180.0,53962.97,57008.0,52550.0,-3.946297614809539
2024-09-05,57970.9,56180.0,58327.07,55643.65,-3.08930860138449
