date,btc_price,btc_pnl,eth_price,eth_pnl,signal,return,cumulative_returns,track_return
2023-01-03 12:00:00,16703.7,-0.0628208349786409,1215.29,0.0230450778182873,,0.0,1.0,
2023-01-03 13:00:00,16718.1,0.0856092625630052,1216.33,0.0806352079647853,,0.0,1.0,
2023-01-03 14:00:00,16653.1,-0.3893959876063342,1210.45,-0.4834214399052791,SHORT,0.0,1.0,
2023-01-03 15:00:00,16670.8,0.1062865172250255,1211.99,0.1379800383369747,SHORT,0.0,1.0,-0.1272254120368428
2023-01-03 16:00:00,16617.3,-0.3215183343430899,1207.93,-0.3259398620325482,SHORT,0.0,1.0,0.20818703787847345
2023-01-03 17:00:00,16626.0,0.0523550757343294,1209.05,0.0927206046707914,SHORT,0.0,1.0,0.11565946548804916
2023-01-03 18:00:00,16637.7,0.0697698197412633,1208.04,-0.0744453819048167,SHORT,0.0,1.0,0.19909950844727844
2023-01-03 19:00:00,16637.7,0.0006010482281229,1209.59,0.127478167294397,SHORT,0.0,1.0,0.07104795737123609
2023-01-03 20:00:00,16656.1,0.1111939222003173,1211.04,0.1132540279580291,SHORT,0.0,1.0,-0.04874220331281078
2023-01-03 21:00:00,16658.8,0.0168107588856824,1211.4,0.0396392825289877,SHORT,0.0,1.0,-0.078483208724032
2023-01-03 22:00:00,16670.1,0.0678320167118836,1212.59,0.0982334489020824,SHORT,0.0,1.0,-0.1767937543888531
2023-01-03 23:00:00,16667.2,-0.0179961848088205,1214.51,0.1575127824509386,SHORT,0.0,1.0,-0.3354124499153162
2023-01-04 00:00:00,16655.6,-0.0701973325013693,1213.58,-0.0765740916089668,SHORT,0.0,1.0,-0.2585815192696833
2023-01-04 01:00:00,16696.1,0.2431614592089147,1224.03,0.8602575828739571,,-1.1218968152339979,0.98878103184766,-1.1218968152339979
2023-01-04 02:00:00,16729.0,0.1970520061571352,1231.26,0.584919532717922,,0.0,0.98878103184766,
2023-01-04 03:00:00,16855.9,0.757960679295377,1250.7,1.578870425417869,LONG,0.0,0.98878103184766,
2023-01-04 04:00:00,16852.4,-0.0207642427873919,1250.29,-0.0327816422803295,LONG,0.0,0.98878103184766,-0.03278164228032956
2023-01-04 05:00:00,16848.3,-0.0249221183800666,1248.01,-0.1831560425497851,LONG,0.0,0.98878103184766,-0.21507955544895294
2023-01-04 06:00:00,16872.9,0.1460087961396828,1250.43,0.193908702654632,LONG,0.0,0.98878103184766,-0.021587910769967363
2023-01-04 07:00:00,16862.5,-0.0610449954957047,1252.0,0.1319630503459104,LONG,0.0,0.98878103184766,0.10394179259614252
2023-01-04 08:00:00,16857.1,-0.0320237212750271,1250.6,-0.1126189087946647,LONG,0.0,0.98878103184766,-0.007995522507406766
2023-01-04 09:00:00,16838.9,-0.1079663761856849,1249.78,-0.0663676126050429,LONG,0.0,0.98878103184766,-0.07355880706804771
2023-01-04 10:00:00,16838.0,-0.0053447671760118,1249.79,0.0024004608884884,LONG,0.0,0.98878103184766,-0.07275925481730885
2023-01-04 11:00:00,16826.8,-0.0659227100766852,1251.45,0.132021123379748,LONG,0.0,0.98878103184766,0.05996641880546893
2023-01-04 12:00:00,16808.0,-0.1111329018761891,1251.02,-0.0351589343646664,LONG,0.0,0.98878103184766,0.025585672023661656
2023-01-04 13:00:00,16820.1,0.0719895287958028,1253.32,0.1838499784176076,LONG,0.0,0.98878103184766,0.20948268969376277
2023-01-04 14:00:00,16821.0,0.0047561860144306,1250.91,-0.1930856199085512,LONG,0.0,0.98878103184766,0.01679059726553421
2023-01-04 15:00:00,16846.5,0.1521916187599863,1255.86,0.3933042352151059,LONG,0.0,0.98878103184766,0.41256896138161464
2023-01-04 16:00:00,16850.7,0.024930994568609,1254.07,-0.1425318108706355,LONG,0.0,0.98878103184766,0.2694491084992317
2023-01-04 17:00:00,16885.4,0.2053314976143695,1260.6,0.5207045858684103,LONG,0.0,0.98878103184766,0.7915567282321792
2023-01-04 18:00:00,16942.0,0.3352008243808174,1262.0,0.1190003966679889,,0.9034940433357284,0.9977146095720371,0.9034940433357284
2023-01-04 19:00:00,16835.9,-0.6256677232187652,1254.33,-0.6077654516640312,SHORT,0.0,0.9977146095720371,
2023-01-04 20:00:00,16801.2,-0.2061071876169419,1251.47,-0.228010172761546,SHORT,0.0,0.9977146095720371,0.228010172761546
2023-01-04 21:00:00,16819.4,0.1089214396676581,1252.77,0.1038778396605555,SHORT,0.0,0.9977146095720371,0.12436918514266146
2023-01-04 22:00:00,16818.7,-0.0035673303882952,1253.23,0.026338893766456,SHORT,0.0,0.9977146095720371,0.08769622029289813
2023-01-04 23:00:00,16842.1,0.1391308484008741,1256.73,0.2760777805261465,SHORT,0.0,0.9977146095720371,-0.1913372079118008
2023-01-05 00:00:00,16819.9,-0.1324055052190288,1254.08,-0.2116587360949824,SHORT,0.0,0.9977146095720371,0.019930959157478494
2023-01-05 01:00:00,16825.0,0.0309159443037415,1254.33,0.0207324949962913,SHORT,0.0,0.9977146095720371,0.0
2023-01-05 02:00:00,16827.9,0.017236255572074,1254.11,-0.0183363362405741,SHORT,0.0,0.9977146095720371,0.017539244058583252
2023-01-05 03:00:00,16819.0,-0.0528883580244799,1252.91,-0.094888764851274,SHORT,0.0,0.9977146095720371,0.11320784801446553
2023-01-05 04:00:00,16829.1,0.0600511326475922,1253.13,0.0167608466622,SHORT,0.0,0.9977146095720371,0.09566860395588228
2023-01-05 05:00:00,16836.1,0.0421890783766031,1253.41,0.0223440504975519,SHORT,0.0,0.9977146095720371,0.07334592969950854
2023-01-05 06:00:00,16810.5,-0.1526472719497316,1251.0,-0.1922754725109965,SHORT,0.0,0.9977146095720371,0.26548037597760776
2023-01-05 07:00:00,16816.1,0.0339075810212552,1251.17,0.0167871075014418,SHORT,0.0,0.9977146095720371,0.2519273237505166
2023-01-05 08:00:00,16799.9,-0.0963362491897472,1250.94,-0.0183827937050934,SHORT,0.0,0.9977146095720371,0.27026380617539825
2023-01-05 09:00:00,16800.6,0.0041666914683842,1249.07,-0.1494875853358369,SHORT,0.0,0.9977146095720371,0.41934738067334676
2023-01-05 10:00:00,16816.4,0.0934484872654158,1251.61,0.2033512933622586,SHORT,0.0,0.9977146095720371,0.21684883563336824
2023-01-05 11:00:00,16827.0,0.0630337051925414,1255.69,0.3259801375828057,SHORT,0.0,0.9977146095720371,-0.10842441781669318
2023-01-05 12:00:00,16813.6,-0.0796339216735095,1252.9,-0.2221885975041581,SHORT,0.0,0.9977146095720371,0.11400508638076394
2023-01-05 13:00:00,16771.1,-0.2527715658752438,1247.39,-0.4405743429296583,SHORT,0.0,0.9977146095720371,0.5532834262115893
2023-01-05 14:00:00,16822.6,0.3076739610041055,1248.49,0.0881841284602176,SHORT,0.0,0.9977146095720371,0.4655872059186912
2023-01-05 15:00:00,16836.6,0.0832213807615945,1249.45,0.077694476483406,SHORT,0.0,0.9977146095720371,0.3890523227539708
2023-01-05 16:00:00,16833.0,-0.0219758028592344,1248.84,-0.0488214814518489,SHORT,0.0,0.9977146095720371,0.4376838630982285
2023-01-05 17:00:00,16806.8,-0.1556466464682512,1247.5,-0.106499683703941,SHORT,0.0,0.9977146095720371,0.5445138041823067
2023-01-05 18:00:00,16837.0,0.1796891734298065,1251.58,0.3262498897804375,SHORT,0.0,0.9977146095720371,0.21924055073226345
2023-01-05 19:00:00,16856.4,0.1152224267981318,1253.69,0.1685869061506358,SHORT,0.0,0.9977146095720371,0.051023255443134796
2023-01-05 20:00:00,16852.8,-0.0207637500519093,1253.9,0.0167505523694084,SHORT,0.0,0.9977146095720371,0.034281249750849965
2023-01-05 21:00:00,16840.0,-0.0759517706256484,1252.49,-0.1004985044865396,SHORT,0.0,0.9977146095720371,0.1466918593990352
2023-01-05 22:00:00,16829.9,-0.0599762470308702,1250.83,-0.1333333333333391,SHORT,0.0,0.9977146095720371,0.27903342820469895
2023-01-05 23:00:00,16823.8,-0.0362450163102703,1251.34,0.0407729267766196,SHORT,0.0,0.9977146095720371,0.23837427152344354
2023-01-06 00:00:00,16852.1,0.1682140776756694,1255.68,0.3412151093566442,SHORT,0.0,0.9977146095720371,-0.10762717945039477
2023-01-06 01:00:00,16818.1,-0.2017552708564511,1251.35,-0.3448330784913476,SHORT,0.0,0.9977146095720371,0.2375770331571451
2023-01-06 02:00:00,16828.8,0.0636219311337233,1252.13,0.0623326807048547,SHORT,0.0,0.9977146095720371,0.17539244058579626
2023-01-06 03:00:00,16825.1,-0.0219861190340412,1251.15,-0.0774686132319426,SHORT,0.0,0.9977146095720371,0.25352180048311346
2023-01-06 04:00:00,16814.3,-0.0635958395245214,1251.32,0.0135874995004472,SHORT,0.0,0.9977146095720371,0.23996874825604037
2023-01-06 05:00:00,16801.4,-0.0773146826529641,1249.76,-0.124668350222161,SHORT,0.0,0.9977146095720371,0.3643379333987018
2023-01-06 06:00:00,16779.1,-0.1321326325939107,1248.08,-0.1200403335520735,SHORT,0.0,0.9977146095720371,0.4982739789369624
2023-01-06 07:00:00,16785.6,0.0381424620959152,1247.91,-0.0144220368723278,SHORT,0.0,0.9977146095720371,0.5118270311640355
2023-01-06 08:00:00,16792.8,0.0428939090649171,1249.33,0.1145925154259024,SHORT,0.0,0.9977146095720371,0.3986191831495699
2023-01-06 09:00:00,16781.2,-0.0684821380719002,1248.4,-0.0744398997862723,SHORT,0.0,0.9977146095720371,0.47276235121537685
2023-01-06 10:00:00,16760.2,-0.1257351933401974,1245.72,-0.2146747837231707,SHORT,0.0,0.9977146095720371,0.6864222333835515
2023-01-06 11:00:00,16731.4,-0.1718356582856963,1243.68,-0.1637607166939572,SHORT,0.0,0.9977146095720371,0.849058860108573
2023-01-06 12:00:00,16724.4,-0.0424349281295672,1244.31,0.0474383301707714,SHORT,0.0,0.9977146095720371,0.7988328430317366
2023-01-06 13:00:00,16766.9,0.2547191810718666,1250.62,0.507108357242162,SHORT,0.0,0.9977146095720371,0.2957754338969838
2023-01-06 14:00:00,16742.9,-0.1431391610852334,1248.45,-0.1791011361728333,SHORT,0.0,0.9977146095720371,0.46877615938388484
