date,open,close,high,low,p_n_l
2023-01-03 12:00:00,1215.01,1215.29,1216.5,1214.65,0.0230450778182873
2023-01-03 13:00:00,1215.35,1216.33,1217.65,1215.31,0.0806352079647853
2023-01-03 14:00:00,1216.33,1210.45,1219.11,1204.98,-0.4834214399052791
2023-01-03 15:00:00,1210.32,1211.99,1212.35,1207.14,0.1379800383369747
2023-01-03 16:00:00,1211.88,1207.93,1212.82,1207.49,-0.3259398620325482
2023-01-03 17:00:00,1207.93,1209.05,1209.99,1207.08,0.0927206046707914
2023-01-03 18:00:00,1208.94,1208.04,1209.3,1206.86,-0.0744453819048167
2023-01-03 19:00:00,1208.05,1209.59,1210.66,1205.3,0.127478167294397
2023-01-03 20:00:00,1209.67,1211.04,1212.54,1209.55,0.1132540279580291
2023-01-03 21:00:00,1210.92,1211.4,1212.49,1210.27,0.0396392825289877
2023-01-03 22:00:00,1211.4,1212.59,1212.92,1210.23,0.0982334489020824
2023-01-03 23:00:00,1212.6,1214.51,1216.73,1212.24,0.1575127824509386
2023-01-04 00:00:00,1214.51,1213.58,1214.98,1212.73,-0.0765740916089668
2023-01-04 01:00:00,1213.59,1224.03,1230.0,1213.2,0.8602575828739571
2023-01-04 02:00:00,1224.1,1231.26,1234.86,1224.1,0.584919532717922
2023-01-04 03:00:00,1231.26,1250.7,1259.84,1231.26,1.578870425417869
2023-01-04 04:00:00,1250.7,1250.29,1255.01,1248.72,-0.0327816422803295
2023-01-04 05:00:00,1250.3,1248.01,1251.02,1247.19,-0.1831560425497851
2023-01-04 06:00:00,1248.01,1250.43,1251.6,1247.29,0.193908702654632
2023-01-04 07:00:00,1250.35,1252.0,1253.18,1247.68,0.1319630503459104
2023-01-04 08:00:00,1252.01,1250.6,1263.32,1248.25,-0.1126189087946647
2023-01-04 09:00:00,1250.61,1249.78,1251.76,1249.32,-0.0663676126050429
2023-01-04 10:00:00,1249.76,1249.79,1250.05,1248.78,0.0024004608884884
2023-01-04 11:00:00,1249.8,1251.45,1253.83,1249.34,0.132021123379748
2023-01-04 12:00:00,1251.46,1251.02,1256.37,1250.38,-0.0351589343646664
2023-01-04 13:00:00,1251.02,1253.32,1253.72,1250.64,0.1838499784176076
2023-01-04 14:00:00,1253.33,1250.91,1255.11,1249.18,-0.1930856199085512
2023-01-04 15:00:00,1250.94,1255.86,1257.95,1242.52,0.3933042352151059
2023-01-04 16:00:00,1255.86,1254.07,1257.72,1251.05,-0.1425318108706355
2023-01-04 17:00:00,1254.07,1260.6,1273.55,1252.83,0.5207045858684103
2023-01-04 18:00:00,1260.5,1262.0,1267.44,1257.6,0.1190003966679889
2023-01-04 19:00:00,1262.0,1254.33,1265.37,1251.32,-0.6077654516640312
2023-01-04 20:00:00,1254.33,1251.47,1254.46,1245.07,-0.228010172761546
2023-01-04 21:00:00,1251.47,1252.77,1253.6,1250.69,0.1038778396605555
2023-01-04 22:00:00,1252.9,1253.23,1257.59,1252.1,0.026338893766456
2023-01-04 23:00:00,1253.27,1256.73,1257.5,1252.85,0.2760777805261465
2023-01-05 00:00:00,1256.74,1254.08,1259.98,1253.29,-0.2116587360949824
2023-01-05 01:00:00,1254.07,1254.33,1256.93,1252.66,0.0207324949962913
2023-01-05 02:00:00,1254.34,1254.11,1254.72,1252.77,-0.0183363362405741
2023-01-05 03:00:00,1254.1,1252.91,1254.11,1252.1,-0.094888764851274
2023-01-05 04:00:00,1252.92,1253.13,1254.43,1252.6,0.0167608466622
2023-01-05 05:00:00,1253.13,1253.41,1254.93,1252.7,0.0223440504975519
2023-01-05 06:00:00,1253.41,1251.0,1253.96,1248.87,-0.1922754725109965
2023-01-05 07:00:00,1250.96,1251.17,1251.34,1247.77,0.0167871075014418
2023-01-05 08:00:00,1251.17,1250.94,1252.0,1248.25,-0.0183827937050934
2023-01-05 09:00:00,1250.94,1249.07,1250.94,1245.27,-0.1494875853358369
2023-01-05 10:00:00,1249.07,1251.61,1253.0,1248.96,0.2033512933622586
2023-01-05 11:00:00,1251.61,1255.69,1255.87,1250.9,0.3259801375828057
2023-01-05 12:00:00,1255.69,1252.9,1255.88,1251.83,-0.2221885975041581
2023-01-05 13:00:00,1252.91,1247.39,1253.92,1247.16,-0.4405743429296583
2023-01-05 14:00:00,1247.39,1248.49,1250.82,1243.0,0.0881841284602176
2023-01-05 15:00:00,1248.48,1249.45,1252.9,1248.0,0.077694476483406
2023-01-05 16:00:00,1249.45,1248.84,1250.65,1247.28,-0.0488214814518489
2023-01-05 17:00:00,1248.83,1247.5,1250.1,1247.12,-0.106499683703941
2023-01-05 18:00:00,1247.51,1251.58,1251.7,1247.0,0.3262498897804375
2023-01-05 19:00:00,1251.58,1253.69,1255.0,1251.28,0.1685869061506358
2023-01-05 20:00:00,1253.69,1253.9,1254.36,1252.31,0.0167505523694084
